Latitude,Longitude
48.646530154550184,-123.48948082814375
48.907785554518824,-123.19973429210665
48.996970579286405,-123.33703363479403
49.068152766519184,-123.4385894782952
49.213352191034716,-123.37888057704954
49.212460221686804,-123.2964520178437
49.07864523094246,-123.32497513532135
49.00222560110591,-123.28020085778218
49.061616498054576,-123.37172896944134
49.17806749781694,-123.34868221763617
49.27686578611861,-123.33124318501417
49.40752396100543,-124.11585430760596
49.47186649474578,-124.15043035084379
49.48269030078694,-124.07823444452262
49.587229431525046,-124.086265926396
49.014021506832044,-123.29026025652472
49.125324202028125,-123.32399882428211
48.59370746745059,-123.50624396267048
48.59370746745059,-123.50624396267048
48.996970579286405,-123.33703363479403
49.068152766519184,-123.4385894782952
48.655679708403866,-123.21074684210312
48.996970579286405,-123.33703363479403
49.068152766519184,-123.4385894782952
49.17762404314876,-123.3074623716134
48.638102703731775,-123.21633682494323
49.206804857715326,-123.31202608290623
49.02538173927481,-123.25907702509417
48.996970579286405,-123.33703363479403
48.638102703731775,-123.21633682494323
48.63237642523598,-123.23195912539248
50.183933673463244,-123.95179307249012
50.148021888763374,-123.8399267311885
50.09016783111256,-123.789640734356
50.03946690145276,-123.84673548016225
49.98979697461798,-123.98581580049058
49.90287727581242,-123.93108246199898
49.82191719567248,-123.90184104839416
49.806268679530945,-124.03037008514015
49.773336330725584,-124.16442040798879
48.698584194573385,-124.90327912475266
48.698584194573385,-124.90327912475266
48.698584194573385,-124.90327912475266
48.698584194573385,-124.90327912475266
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
48.698584194573385,-124.90327912475266
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
48.698584194573385,-124.90327912475266
48.698584194573385,-124.90327912475266
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
48.67023747927835,-123.50952115262957
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.40697396247436,-124.62494358742379
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
49.38912140423797,-124.58935632929105
